"","PROBEID","SYMBOL","ENTREZID","ENSEMBL","GENENAME"
"1035","1420515_a_at","Pglyrp2","57757","ENSMUSG00000079563","peptidoglycan recognition protein 2"
"1036","1436921_at","Atp7a","11977","ENSMUSG00000033792","ATPase, Cu++ transporting, alpha polypeptide"
"1037","1417585_at","Nup210","54563","ENSMUSG00000030091","nucleoporin 210"
"1038","1423423_at","Pdia3","14827","ENSMUSG00000027248","protein disulfide isomerase associated 3"
"1039","1423756_s_at","Igfbp4","16010","ENSMUSG00000017493","insulin-like growth factor binding protein 4"
"1040","1434678_at","Mbnl3","171170","ENSMUSG00000036109","muscleblind like splicing factor 3"
"1041","1435666_at","Mast3","546071","ENSMUSG00000031833","microtubule associated serine/threonine kinase 3"
"1042","1429612_at","Eml4","78798","ENSMUSG00000032624","echinoderm microtubule associated protein like 4"
"1043","1417292_at","Ifi47","15953","ENSMUSG00000078920","interferon gamma inducible protein 47"
"1044","1448224_at","Tfam","21780","ENSMUSG00000003923","transcription factor A, mitochondrial"
"1045","1421904_at","Tgs1","116940","ENSMUSG00000028233","trimethylguanosine synthase 1"
"1046","1430622_at","4833423F13Rik","100504504",NA,"RIKEN cDNA 4833423F13 gene"
"1047","1424641_a_at","Thoc1","225160","ENSMUSG00000024287","THO complex 1"
"1048","1427064_a_at","Scrib","105782","ENSMUSG00000022568","scribbled planar cell polarity"
"1049","1418216_at","Ggt5","23887","ENSMUSG00000006344","gamma-glutamyltransferase 5"
"1050","1434015_at","Slc2a6","227659","ENSMUSG00000036067","solute carrier family 2 (facilitated glucose transporter), member 6"
"1051","1435333_at","Ndufaf4","68493","ENSMUSG00000028261","NADH:ubiquinone oxidoreductase complex assembly factor 4"
"1052","1437632_at","Med14","26896","ENSMUSG00000064127","mediator complex subunit 14"
"1053","1428512_at","Bhlhb9","70237","ENSMUSG00000072964","basic helix-loop-helix domain containing, class B9"
"1054","1452996_a_at","Aven","74268","ENSMUSG00000003604","apoptosis, caspase activation inhibitor"
"1055","1451905_a_at","Mx1","17857","ENSMUSG00000000386","MX dynamin-like GTPase 1"
"1056","1417314_at","Cfb","14962","ENSMUSG00000090231","complement factor B"
"1057","1417244_a_at","Irf7","54123","ENSMUSG00000025498","interferon regulatory factor 7"
"1058","1452353_at","Gpr155","68526","ENSMUSG00000041762","G protein-coupled receptor 155"
"1059","1430195_at","2810043O03Rik","72697",NA,"RIKEN cDNA 2810043O03 gene"
"1060","1435608_at","Znrf3","407821","ENSMUSG00000041961","zinc and ring finger 3"
"1061","1437904_at","Rbm45","241490","ENSMUSG00000042369","RNA binding motif protein 45"
"1062","1439839_at","D130051D11Rik","115488527",NA,"RIKEN cDNA D130051D11 gene"
"1063","1435665_at","Trim30d","209387","ENSMUSG00000057596","tripartite motif-containing 30D"
"1064","1438201_at","Pdp1","381511","ENSMUSG00000049225","pyruvate dehydrogenase phosphatase catalytic subunit 1"
"1065","1427957_at","Adtrp","109254","ENSMUSG00000058022","androgen dependent TFPI regulating protein"
"1066","1417646_a_at","Snx5","69178","ENSMUSG00000027423","sorting nexin 5"
"1067","1460597_at","Asxl2","75302","ENSMUSG00000037486","ASXL transcriptional regulator 2"
"1068","1451860_a_at","Trim30a","20128","ENSMUSG00000030921","tripartite motif-containing 30A"
"1069","1450641_at","Vim","22352","ENSMUSG00000026728","vimentin"
"1070","1430805_s_at","Rmi1","74386","ENSMUSG00000035367","RecQ mediated genome instability 1"
"1071","1426232_at","Msantd2","235184","ENSMUSG00000042138","Myb/SANT-like DNA-binding domain containing 2"
"1072","1423693_at","Cela1","109901","ENSMUSG00000023031","chymotrypsin-like elastase family, member 1"
"1073","1428510_at","Adgrl1","330814","ENSMUSG00000013033","adhesion G protein-coupled receptor L1"
"1074","1421870_at","Trim44","80985","ENSMUSG00000027189","tripartite motif-containing 44"
"1075","1448420_a_at","Fbxl12","30843","ENSMUSG00000066892","F-box and leucine-rich repeat protein 12"
"1076","1423880_at","Rtcb","28088","ENSMUSG00000001783","RNA 2',3'-cyclic phosphate and 5'-OH ligase"
"1077","1422676_at","Smarce1","57376","ENSMUSG00000037935","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"
"1078","1428560_at","Xpo5","72322","ENSMUSG00000067150","exportin 5"
"1079","1416863_at","Abhd8","64296","ENSMUSG00000007950","abhydrolase domain containing 8"
"1080","1435088_at","Nsd1","18193","ENSMUSG00000021488","nuclear receptor-binding SET-domain protein 1"
"1081","1452839_at","Dph5","69740","ENSMUSG00000033554","diphthamide biosynthesis 5"
"1082","1428467_at","Tardbp","230908","ENSMUSG00000041459","TAR DNA binding protein"
"1083","1436491_at","Gm11346","76024",NA,"X-linked lymphocyte-regulated 5 pseudogene"
"1084","1452285_a_at","Eif3f","66085","ENSMUSG00000031029","eukaryotic translation initiation factor 3, subunit F"
"1085","1456739_x_at","Armcx2","67416","ENSMUSG00000033436","armadillo repeat containing, X-linked 2"
"1086","1418843_at","Slc30a4","22785","ENSMUSG00000005802","solute carrier family 30 (zinc transporter), member 4"
"1087","1433661_at","Nlrx1","270151","ENSMUSG00000032109","NLR family member X1"
"1088","1417206_at","Urod","22275","ENSMUSG00000028684","uroporphyrinogen decarboxylase"
"1089","1438487_s_at","Zzz3","108946","ENSMUSG00000039068","zinc finger, ZZ domain containing 3"
"1090","1448221_at","Ddx39b","53817","ENSMUSG00000019432","DEAD box helicase 39b"
"1091","1439141_at","Gpr18","110168","ENSMUSG00000050350","G protein-coupled receptor 18"
"1092","1434306_at","Rab3ip","216363","ENSMUSG00000064181","RAB3A interacting protein"
"1093","1454980_at","Pdpr","319518","ENSMUSG00000033624","pyruvate dehydrogenase phosphatase regulatory subunit"
"1094","1434609_at","Dcaf1","321006","ENSMUSG00000040325","DDB1 and CUL4 associated factor 1"
"1095","1426221_at","Vwa5a","67776","ENSMUSG00000023186","von Willebrand factor A domain containing 5A"
"1096","1448212_at","Psmg2","107047","ENSMUSG00000024537","proteasome (prosome, macropain) assembly chaperone 2"
"1097","1448747_at","Fbxo32","67731","ENSMUSG00000022358","F-box protein 32"
"1098","1423555_a_at","Ifi44","99899","ENSMUSG00000028037","interferon-induced protein 44"
"1099","1436196_at","Rel","19696","ENSMUSG00000020275","reticuloendotheliosis oncogene"
"1100","1420374_at","Foxj2","60611","ENSMUSG00000003154","forkhead box J2"
"1101","1455103_at","Ddx46","212880","ENSMUSG00000021500","DEAD box helicase 46"
"1102","1418355_at","Nucb2","53322","ENSMUSG00000030659","nucleobindin 2"
"1103","1434084_at","Zfp266","77519","ENSMUSG00000060510","zinc finger protein 266"
"1104","1425553_s_at","Hip1r","29816","ENSMUSG00000000915","huntingtin interacting protein 1 related"
"1105","1454996_at","Hsdl1","72552","ENSMUSG00000034189","hydroxysteroid dehydrogenase like 1"
"1106","1447788_s_at","Tspyl3","241732","ENSMUSG00000074671","TSPY-like 3"
"1107","1429371_at","Zfp788","67607","ENSMUSG00000074165","zinc finger protein 788"
"1108","1434468_at","Otud4","73945","ENSMUSG00000036990","OTU domain containing 4"
"1109","1436040_at","Snhg12","100039864","ENSMUSG00000086290","small nucleolar RNA host gene 12"
"1110","1416410_at","Pafah1b3","18476","ENSMUSG00000005447","platelet-activating factor acetylhydrolase, isoform 1b, subunit 3"
"1111","1439825_at","Dtx3l","209200","ENSMUSG00000049502","deltex 3-like, E3 ubiquitin ligase"
"1112","1449393_at","Sh2d1a","20400","ENSMUSG00000005696","SH2 domain containing 1A"
"1113","1435584_at","P2ry10b","213438","ENSMUSG00000054293","purinergic receptor P2Y, G-protein coupled 10B"
"1114","1424923_at","Serpina3g","20715","ENSMUSG00000041481","serine (or cysteine) peptidase inhibitor, clade A, member 3G"
"1115","1441589_at","Gm38448","102632682",NA,"predicted gene, 38448"
"1116","1422624_at","Rev1","56210","ENSMUSG00000026082","REV1, DNA directed polymerase"
"1117","1429274_at","Lypd6b","71897","ENSMUSG00000026765","LY6/PLAUR domain containing 6B"
"1118","1456038_at","Fbxl4","269514","ENSMUSG00000040410","F-box and leucine-rich repeat protein 4"
"1119","1448862_at","Icam2","15896","ENSMUSG00000001029","intercellular adhesion molecule 2"
"1120","1440795_x_at","Rabep2","70314","ENSMUSG00000030727","rabaptin, RAB GTPase binding effector protein 2"
"1121","1435375_at","Otulinl","223433","ENSMUSG00000056069","OTU deubiquitinase with linear linkage specificity like"
"1122","1459861_s_at","Kdm2b","30841","ENSMUSG00000029475","lysine (K)-specific demethylase 2B"
"1123","1456253_s_at","Klhl17","231003","ENSMUSG00002076083","kelch-like 17"
"1124","1450444_a_at","Nr1h3","22259","ENSMUSG00000002108","nuclear receptor subfamily 1, group H, member 3"
"1125","1455110_at","Gabpb2","213054","ENSMUSG00000038766","GA repeat binding protein, beta 2"
"1126","1425927_a_at","Atf5","107503","ENSMUSG00000038539","activating transcription factor 5"
"1127","1437598_at","Zbtb20","56490","ENSMUSG00000022708","zinc finger and BTB domain containing 20"
"1128","1451462_a_at","Ifnar2","15976","ENSMUSG00000022971","interferon (alpha and beta) receptor 2"
"1129","1424237_at","Zfp639","67778","ENSMUSG00000027667","zinc finger protein 639"
"1130","1436501_at","Mtus1","102103","ENSMUSG00000045636","mitochondrial tumor suppressor 1"
"1131","1423534_at","Pdcd2","18567","ENSMUSG00000014771","programmed cell death 2"
"1132","1460172_at","Cdip1","66626","ENSMUSG00000004071","cell death inducing Trp53 target 1"
"1133","1426100_a_at","Tk2","57813","ENSMUSG00000035824","thymidine kinase 2, mitochondrial"
"1134","1438238_at","2010315B03Rik","630836","ENSMUSG00000074829","RIKEN cDNA 2010315B03 gene"
"1135","1448550_at","Lbp","16803","ENSMUSG00000016024","lipopolysaccharide binding protein"
"1136","1436649_at","Ikzf3","22780","ENSMUSG00000018168","IKAROS family zinc finger 3"
"1137","1427318_s_at","Myof","226101","ENSMUSG00000048612","myoferlin"
"1138","1452514_a_at","Kit","16590","ENSMUSG00000005672","KIT proto-oncogene receptor tyrosine kinase"
"1139","1456485_at","Npat","244879","ENSMUSG00000033054","nuclear protein in the AT region"
"1140","1416543_at","Nfe2l2","18024","ENSMUSG00000015839","nuclear factor, erythroid derived 2, like 2"
"1141","1419033_at","Stk26","70415","ENSMUSG00000031112","serine/threonine kinase 26"
"1142","1433902_at","Kbtbd8","243574","ENSMUSG00000030031","kelch repeat and BTB (POZ) domain containing 8"
"1143","1421118_a_at","Adgrg1","14766","ENSMUSG00000031785","adhesion G protein-coupled receptor G1"
"1144","1435292_at","Tbc1d4","210789","ENSMUSG00000033083","TBC1 domain family, member 4"
"1145","1455334_at","Zfp866","330788","ENSMUSG00000043090","zinc finger protein 866"
"1146","1437743_at","Aebp2","11569","ENSMUSG00000030232","AE binding protein 2"
"1147","1434236_at","Zdhhc20","75965","ENSMUSG00000021969","zinc finger, DHHC domain containing 20"
"1148","1422453_at","Prpf8","192159","ENSMUSG00000020850","pre-mRNA processing factor 8"
"1149","1437301_a_at","Dvl1","13542","ENSMUSG00000029071","dishevelled segment polarity protein 1"
"1150","1424965_at","Lpxn","107321","ENSMUSG00000024696","leupaxin"
"1151","1434762_at","Orai2","269717","ENSMUSG00000039747","ORAI calcium release-activated calcium modulator 2"
"1152","1454706_at","Uvrag","78610","ENSMUSG00000035354","UV radiation resistance associated gene"
"1153","1436448_a_at","Ptgs1","19224","ENSMUSG00000047250","prostaglandin-endoperoxide synthase 1"
"1154","1456102_a_at","Cul5","75717","ENSMUSG00000032030","cullin 5"
"1155","1439768_x_at","Sema4f","20355","ENSMUSG00000000627","sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain"
"1156","1429194_at","Tigd2","68140","ENSMUSG00000049232","tigger transposable element derived 2"
"1157","1423989_at","Tecpr1","70381","ENSMUSG00000066621","tectonin beta-propeller repeat containing 1"
"1158","1449164_at","Cd68","12514","ENSMUSG00000018774","CD68 antigen"
"1159","1440967_at","Gm15708","100504231","ENSMUSG00000086894","predicted gene 15708"
"1160","1419113_at","Ap1g2","11766","ENSMUSG00000040701","adaptor protein complex AP-1, gamma 2 subunit"
"1161","1442122_at","AI451458","102916",NA,"expressed sequence AI451458"
"1162","1427202_at","Etfbkmt","320204","ENSMUSG00000039958","electron transfer flavoprotein beta subunit lysine methyltransferase"
"1163","1434714_at","Ero1b","67475","ENSMUSG00000057069","endoplasmic reticulum oxidoreductase 1 beta"
"1164","1427564_at","Diaph2","54004","ENSMUSG00000034480","diaphanous related formin 2"
"1165","1434082_at","Cdk17","237459","ENSMUSG00000020015","cyclin dependent kinase 17"
"1166","1448061_at","Msr1","20288","ENSMUSG00000025044","macrophage scavenger receptor 1"
"1167","1426397_at","Tgfbr2","21813","ENSMUSG00000032440","transforming growth factor, beta receptor II"
"1168","1438816_at","Ahctf1","226747","ENSMUSG00000026491","AT hook containing transcription factor 1"
"1169","1429491_s_at","Rif1","51869","ENSMUSG00000036202","replication timing regulatory factor 1"
"1170","1427241_at","Papolg","216578","ENSMUSG00000020273","poly(A) polymerase gamma"
"1171","1437542_at","Ikzf2","22779","ENSMUSG00000025997","IKAROS family zinc finger 2"
"1172","1428366_at","Mrgbp","73247","ENSMUSG00000027569","MRG/MORF4L binding protein"
"1173","1429672_at","5830407E08Rik","76013",NA,"RIKEN cDNA 5830407E08 gene"
"1174","1424333_at","Trmt10c","52575","ENSMUSG00000044763","tRNA methyltransferase 10C, mitochondrial RNase P subunit"
"1175","1452970_at","Zmym2","76007","ENSMUSG00000021945","zinc finger, MYM-type 2"
"1176","1439956_at","Ms4a6b","69774","ENSMUSG00000024677","membrane-spanning 4-domains, subfamily A, member 6B"
"1177","1452774_at","Hnrnpa3","229279","ENSMUSG00000059005","heterogeneous nuclear ribonucleoprotein A3"
"1178","1453160_at","Med13","327987","ENSMUSG00000034297","mediator complex subunit 13"
"1179","1440173_x_at","Selp","20344","ENSMUSG00000026580","selectin, platelet"
"1180","1436999_at","Pid1","98496","ENSMUSG00000045658","phosphotyrosine interaction domain containing 1"
"1181","1437395_at","Tut4","230594","ENSMUSG00000034610","terminal uridylyl transferase 4"
"1182","1435090_at","Tubgcp6","328580","ENSMUSG00000051786","tubulin, gamma complex associated protein 6"
"1183","1454197_a_at","Ccdc86","108673","ENSMUSG00000024732","coiled-coil domain containing 86"
"1184","1429710_at","Styx","56291","ENSMUSG00000053205","serine/threonine/tyrosine interaction protein"
"1185","1455434_a_at","Ktn1","16709","ENSMUSG00000021843","kinectin 1"
"1186","1425481_at","Cnot6l","231464","ENSMUSG00000034724","CCR4-NOT transcription complex, subunit 6-like"
"1187","1423518_at","Csk","12988","ENSMUSG00000032312","c-src tyrosine kinase"
"1188","1432905_at","3110037C07Rik","73125",NA,"RIKEN cDNA 3110037C07 gene"
"1189","1434296_at","Zfp961","234413","ENSMUSG00000052446","zinc finger protein 961"
"1190","1460366_at","Eml3","225898","ENSMUSG00000071647","echinoderm microtubule associated protein like 3"
"1191","1428681_at","Usf3","207806","ENSMUSG00000068284","upstream transcription factor family member 3"
"1192","1460542_s_at","Mdm4","17248","ENSMUSG00000054387","transformed mouse 3T3 cell double minute 4"
"1193","1450172_at","Pknox1","18771","ENSMUSG00000006705","Pbx/knotted 1 homeobox"
"1194","1455817_x_at","Zxdb","668166","ENSMUSG00000073062","zinc finger, X-linked, duplicated B"
"1195","1420477_at","Nap1l1","53605","ENSMUSG00000058799","nucleosome assembly protein 1-like 1"
"1196","1454945_at","Cep97","74201","ENSMUSG00000022604","centrosomal protein 97"
"1197","1434842_s_at","Upf3b","68134","ENSMUSG00000036572","UPF3 regulator of nonsense transcripts homolog B (yeast)"
"1198","1435002_at","Zfp507","668501","ENSMUSG00000044452","zinc finger protein 507"
"1199","1424802_a_at","Luc7l3","67684","ENSMUSG00000020863","LUC7-like 3 (S. cerevisiae)"
"1200","1452222_at","Utrn","22288","ENSMUSG00000019820","utrophin"
"1201","1459885_s_at","Cox7c","12867","ENSMUSG00000017778","cytochrome c oxidase subunit 7C"
"1202","1425890_at","Ly6i","57248","ENSMUSG00000022586","lymphocyte antigen 6 family member I"
"1203","1434655_at","Foxk1","17425","ENSMUSG00000056493","forkhead box K1"
"1204","1453271_at","Phf14","75725","ENSMUSG00000029629","PHD finger protein 14"
"1205","1440866_at","Eif2ak2","19106","ENSMUSG00000024079","eukaryotic translation initiation factor 2-alpha kinase 2"
"1206","1419412_at","Xcl1","16963","ENSMUSG00000026573","chemokine (C motif) ligand 1"
"1207","1440845_at","Tmem243","652925","ENSMUSG00000079659","transmembrane protein 243, mitochondrial"
"1208","1451234_at","Fam193b","212483","ENSMUSG00000021495","family with sequence similarity 193, member B"
"1209","1419583_at","Cbx4","12418","ENSMUSG00000039989","chromobox 4"
"1210","1455080_at","Ppp1r16b","228852","ENSMUSG00000037754","protein phosphatase 1, regulatory subunit 16B"
"1211","1428539_at","Smg1","233789","ENSMUSG00000030655","SMG1 nonsense mediated mRNA decay associated PI3K related kinase"
"1212","1418652_at","Cxcl9","17329","ENSMUSG00000029417","C-X-C motif chemokine ligand 9"
"1213","1427162_a_at","Elk4","13714","ENSMUSG00000026436","ELK4, member of ETS oncogene family"
"1214","1439464_s_at","Tex10","269536","ENSMUSG00000028345","testis expressed gene 10"
"1215","1422632_at","Ctsw","13041","ENSMUSG00000024910","cathepsin W"
"1216","1455544_at","Zranb3","226409","ENSMUSG00000036086","zinc finger, RAN-binding domain containing 3"
"1217","1433597_at","Arglu1","234023","ENSMUSG00000040459","arginine and glutamate rich 1"
"1218","1425645_s_at","Cyp2b10","13088","ENSMUSG00000030483","cytochrome P450, family 2, subfamily b, polypeptide 10"
"1219","1428797_at","Setd6","66083","ENSMUSG00000031671","SET domain containing 6"
"1220","1448340_at","Tmem30a","69981","ENSMUSG00000032328","transmembrane protein 30A"
"1221","1421998_at","Tor3a","30935","ENSMUSG00000060519","torsin family 3, member A"
"1222","1417218_at","Calhm2","72691","ENSMUSG00000033033","calcium homeostasis modulator family member 2"
"1223","1455246_at","Smarcc1","20588","ENSMUSG00000032481","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1"
"1224","1422886_a_at","Clk4","12750","ENSMUSG00000020385","CDC like kinase 4"
"1225","1433830_at","Hnrnpa2b1","53379","ENSMUSG00000004980","heterogeneous nuclear ribonucleoprotein A2/B1"
"1226","1428479_at","Nfatc1","18018","ENSMUSG00000033016","nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1"
"1227","1430526_a_at","Smarca2","67155","ENSMUSG00000024921","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
"1228","1424615_at","Pgap2","233575","ENSMUSG00000030990","post-GPI attachment to proteins 2"
"1229","1415872_at","Hnrnph1","59013","ENSMUSG00000007850","heterogeneous nuclear ribonucleoprotein H1"
"1230","1455402_at","Socs7","192157","ENSMUSG00000038485","suppressor of cytokine signaling 7"
"1231","1418408_at","Zfand1","66361","ENSMUSG00000039795","zinc finger, AN1-type domain 1"
"1232","1438561_x_at","Mfsd13a","75146","ENSMUSG00000025227","major facilitator superfamily domain containing 13a"
"1233","1433514_at","Etnk1","75320","ENSMUSG00000030275","ethanolamine kinase 1"
"1234","1436397_at","Tifab","212937","ENSMUSG00000049625","TRAF-interacting protein with forkhead-associated domain, family member B"
"1235","1448414_at","Rad1","19355","ENSMUSG00000022248","RAD1 checkpoint DNA exonuclease"
"1236","1422601_at","Serpinb9","20723","ENSMUSG00000045827","serine (or cysteine) peptidase inhibitor, clade B, member 9"
"1237","1448710_at","Cxcr4","12767","ENSMUSG00000045382","C-X-C motif chemokine receptor 4"
"1238","1436540_at","Mirlet7d","387247","ENSMUSG00000065453","microRNA let7d"
"1239","1438296_at","Slc2a4rg-ps","329584","ENSMUSG00000085028","Slc2a4 regulator, pseudogene"
"1240","1435798_a_at","Sugp2","234373","ENSMUSG00000036054","SURP and G patch domain containing 2"
"1241","1453064_at","Etaa1","68145","ENSMUSG00000016984","Ewing tumor-associated antigen 1"
"1242","1424510_at","Nudt6","229228","ENSMUSG00000050174","nudix hydrolase 6"
"1243","1450853_at","Tle4","21888","ENSMUSG00000024642","transducin-like enhancer of split 4"
"1244","1438676_at","Gbp6","100702","ENSMUSG00000104713","guanylate binding protein 6"
"1245","1451536_at","Mtfr1","67472","ENSMUSG00000027601","mitochondrial fission regulator 1"
"1246","1439505_at","Clic5","224796","ENSMUSG00000023959","chloride intracellular channel 5"
"1247","1417665_a_at","Cpsf1","94230","ENSMUSG00000034022","cleavage and polyadenylation specific factor 1"
"1248","1433537_at","Atrx","22589","ENSMUSG00000031229","ATRX, chromatin remodeler"
"1249","1423687_a_at","Man2c1","73744","ENSMUSG00000032295","mannosidase, alpha, class 2C, member 1"
"1250","1419657_a_at","Slc25a36","192287","ENSMUSG00000032449","solute carrier family 25, member 36"
"1251","1419043_a_at","Iigp1","60440","ENSMUSG00000054072","interferon inducible GTPase 1"
"1252","1435465_at","Kbtbd11","74901","ENSMUSG00000055675","kelch repeat and BTB (POZ) domain containing 11"
"1253","1455035_s_at","Nop56","67134","ENSMUSG00000027405","NOP56 ribonucleoprotein"
"1254","1421456_at","P2ry1","18441","ENSMUSG00000027765","purinergic receptor P2Y, G-protein coupled 1"
"1255","1452798_s_at","Mapk1ip1","69546","ENSMUSG00000041775","mitogen-activated protein kinase 1 interacting protein 1"
"1256","1455220_at","Frat2","212398","ENSMUSG00000047604","frequently rearranged in advanced T cell lymphomas 2"
"1257","1427469_at","Helz","78455","ENSMUSG00000020721","helicase with zinc finger domain"
"1258","1434187_at","Alg11","207958","ENSMUSG00000063362","ALG11 alpha-1,2-mannosyltransferase"
"1259","1416546_a_at","Rpl6","19988","ENSMUSG00000029614","ribosomal protein L6"
"1260","1449099_at","Lrba","80877","ENSMUSG00000028080","LPS-responsive beige-like anchor"
"1261","1426342_at","Stt3b","68292","ENSMUSG00000032437","STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae)"
"1262","1456227_x_at","Rbbp7","245688","ENSMUSG00000031353","retinoblastoma binding protein 7, chromatin remodeling factor"
"1263","1456341_a_at","Klf9","16601","ENSMUSG00000033863","Kruppel-like transcription factor 9"
"1264","1451221_at","Ice1","218333","ENSMUSG00000034525","interactor of little elongation complex ELL subunit 1"
"1265","1422701_at","Zap70","22637","ENSMUSG00000026117","zeta-chain (TCR) associated protein kinase"
"1266","1418330_at","Ctcf","13018","ENSMUSG00000005698","CCCTC-binding factor"
"1267","1424337_at","Snx15","69024","ENSMUSG00000024787","sorting nexin 15"
"1268","1423144_at","Pik3ca","18706","ENSMUSG00000027665","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"
"1269","1455324_at","Plcxd2","433022","ENSMUSG00000087141","phosphatidylinositol-specific phospholipase C, X domain containing 2"
"1270","1454973_at","Atf7ip","54343","ENSMUSG00000030213","activating transcription factor 7 interacting protein"
"1271","1416393_at","Emg1","14791","ENSMUSG00000004268","EMG1 N1-specific pseudouridine methyltransferase"
"1272","1439831_at","Iigp1c","240327","ENSMUSG00000073555","interferon inducible GTPase 1C"
"1273","1429096_at","2810455D13Rik","72810",NA,"RIKEN cDNA 2810455D13 gene"
"1274","1436699_x_at","Rpl18","19899","ENSMUSG00000059070","ribosomal protein L18"
"1275","1423182_at","Tnfrsf13b","57916","ENSMUSG00000010142","tumor necrosis factor receptor superfamily, member 13b"
"1276","1427041_at","Themis2","230787","ENSMUSG00000037731","thymocyte selection associated family member 2"
"1277","1455337_at","Fgd4","224014","ENSMUSG00000022788","FYVE, RhoGEF and PH domain containing 4"
"1278","1419515_at","Fgd2","26382","ENSMUSG00000024013","FYVE, RhoGEF and PH domain containing 2"
"1279","1434960_at","Taf9b","407786","ENSMUSG00000047242","TATA-box binding protein associated factor 9B"
"1280","1436078_at","Fcho1","74015","ENSMUSG00000070000","FCH domain only 1"
"1281","1428172_at","Prpf39","328110","ENSMUSG00000035597","pre-mRNA processing factor 39"
"1282","1426985_s_at","Fam76b","72826","ENSMUSG00000037808","family with sequence similarity 76, member B"
"1283","1444003_at","Neurl3","214854","ENSMUSG00000047180","neuralized E3 ubiquitin protein ligase 3"
"1284","1460403_at","Psip1","101739","ENSMUSG00000028484","PC4 and SFRS1 interacting protein 1"
"1285","1423097_s_at","Capn7","12339","ENSMUSG00000021893","calpain 7"
"1286","1460287_at","Timp2","21858","ENSMUSG00000017466","tissue inhibitor of metalloproteinase 2"
"1287","1451363_a_at","Dennd2d","72121","ENSMUSG00000027901","DENN domain containing 2D"
"1288","1429525_s_at","Myo1f","17916","ENSMUSG00000024300","myosin IF"
"1289","1459805_x_at","Dus3l","224907","ENSMUSG00000007603","dihydrouridine synthase 3 like"
"1290","1436885_a_at","Cherp","27967","ENSMUSG00000052488","calcium homeostasis endoplasmic reticulum protein"
"1291","1460432_a_at","Eif3e","16341","ENSMUSG00000022336","eukaryotic translation initiation factor 3, subunit E"
"1292","1448786_at","Plbd1","66857","ENSMUSG00000030214","phospholipase B domain containing 1"
"1293","1435712_a_at","Rps18","20084","ENSMUSG00000008668","ribosomal protein S18"
"1294","1426378_at","Eif4b","75705","ENSMUSG00000058655","eukaryotic translation initiation factor 4B"
"1295","1460014_at","Treml4","224840","ENSMUSG00000051682","triggering receptor expressed on myeloid cells-like 4"
"1296","1449080_at","Hdac2","15182","ENSMUSG00000019777","histone deacetylase 2"
"1297","1426548_a_at","Dph6","66632","ENSMUSG00000057147","diphthamine biosynthesis 6"
"1298","1460224_at","Snx2","67804","ENSMUSG00000034484","sorting nexin 2"
"1299","1427007_at","Sash3","74131","ENSMUSG00000031101","SAM and SH3 domain containing 3"
"1300","1457270_at","Gas7","14457","ENSMUSG00000033066","growth arrest specific 7"
"1301","1450136_at","Cd38","12494","ENSMUSG00000029084","CD38 antigen"
"1302","1428242_at","Arhgap45","70719","ENSMUSG00000035697","Rho GTPase activating protein 45"
"1303","1449874_at","Ly96","17087","ENSMUSG00000025779","lymphocyte antigen 96"
"1304","1437878_s_at","Ttc14","67120","ENSMUSG00000027677","tetratricopeptide repeat domain 14"
"1305","1456288_at","Slfn5","327978","ENSMUSG00000054404","schlafen 5"
"1306","1452257_at","Bdh1","71911","ENSMUSG00000046598","3-hydroxybutyrate dehydrogenase, type 1"
"1307","1427568_a_at","Ift80","68259","ENSMUSG00000027778","intraflagellar transport 80"
"1308","1417903_at","Gsdme","54722","ENSMUSG00000029821","gasdermin E"
"1309","1438235_at","Crlf3","54394","ENSMUSG00000017561","cytokine receptor-like factor 3"
"1310","1433771_at","Abhd17b","226016","ENSMUSG00000047368","abhydrolase domain containing 17B"
"1311","1421977_at","Mmp19","58223","ENSMUSG00000025355","matrix metallopeptidase 19"
"1312","1426810_at","Kdm3a","104263","ENSMUSG00000053470","lysine (K)-specific demethylase 3A"
"1313","1455625_at","Taf10","24075","ENSMUSG00000043866","TATA-box binding protein associated factor 10"
"1314","1417743_at","Clk2","12748","ENSMUSG00000068917","CDC-like kinase 2"
"1315","1433694_at","Pde3b","18576","ENSMUSG00000030671","phosphodiesterase 3B, cGMP-inhibited"
"1316","1448363_at","Yap1","22601","ENSMUSG00000053110","yes-associated protein 1"
"1317","1455958_s_at","Pptc7","320717","ENSMUSG00000038582","PTC7 protein phosphatase homolog"
"1318","1428124_at","Gtf2e1","74197","ENSMUSG00000022828","general transcription factor II E, polypeptide 1 (alpha subunit)"
"1319","1419649_s_at","Myo1c","17913","ENSMUSG00000017774","myosin IC"
"1320","1437041_at","Pnisr","66625","ENSMUSG00000028248","PNN interacting serine/arginine-rich"
"1321","1452221_a_at","Cxxc1","74322","ENSMUSG00000024560","CXXC finger protein 1"
"1322","1437150_at","Fam110b","242297","ENSMUSG00000049119","family with sequence similarity 110, member B"
