"","PROBEID","SYMBOL","ENTREZID","ENSEMBL","GENENAME"
"1024","1456777_at","Mgam","232714","ENSMUSG00000068587","maltase-glucoamylase"
"1025","1427720_a_at","Rrp1","18114","ENSMUSG00000061032","ribosomal RNA processing 1"
"1026","1449976_a_at","Gpr35","64095","ENSMUSG00000026271","G protein-coupled receptor 35"
"1027","1428700_at","P2ry13","74191","ENSMUSG00000036362","purinergic receptor P2Y, G-protein coupled 13"
"1028","1456328_at","Bank1","242248","ENSMUSG00000037922","B cell scaffold protein with ankyrin repeats 1"
"1029","1427007_at","Sash3","74131","ENSMUSG00000031101","SAM and SH3 domain containing 3"
"1030","1440315_at","Mbnl1","56758","ENSMUSG00000027763","muscleblind like splicing regulator 1"
"1031","1418530_at","Nup160","59015","ENSMUSG00000051329","nucleoporin 160"
"1032","1450816_at","Polg2","50776","ENSMUSG00000020718","polymerase (DNA directed), gamma 2, accessory subunit"
"1033","1428279_a_at","Atxn7l1","380753","ENSMUSG00000020564","ataxin 7-like 1"
"1034","1431143_x_at","Aifm2","71361","ENSMUSG00000020085","apoptosis-inducing factor, mitochondrion-associated 2"
"1035","1423569_at","Gatm","67092","ENSMUSG00000027199","glycine amidinotransferase (L-arginine:glycine amidinotransferase)"
"1036","1455104_at","Mxd1","17119","ENSMUSG00000001156","MAX dimerization protein 1"
"1037","1419276_at","Enpp1","18605","ENSMUSG00000037370","ectonucleotide pyrophosphatase/phosphodiesterase 1"
"1038","1434108_at","Fbxo11","225055","ENSMUSG00000005371","F-box protein 11"
"1039","1433878_at","Mrps26","99045","ENSMUSG00000037740","mitochondrial ribosomal protein S26"
"1040","1455945_at","Zfp58","238693","ENSMUSG00000071291","zinc finger protein 58"
"1041","1423184_at","Itsn2","20403","ENSMUSG00000020640","intersectin 2"
"1042","1455625_at","Taf10","24075","ENSMUSG00000043866","TATA-box binding protein associated factor 10"
"1043","1418580_at","Rtp4","67775","ENSMUSG00000033355","receptor transporter protein 4"
"1044","1429491_s_at","Rif1","51869","ENSMUSG00000036202","replication timing regulatory factor 1"
"1045","1422701_at","Zap70","22637","ENSMUSG00000026117","zeta-chain (TCR) associated protein kinase"
"1046","1421408_at","Igsf6","80719","ENSMUSG00000035004","immunoglobulin superfamily, member 6"
"1047","1454843_at","Prps2","110639","ENSMUSG00000025742","phosphoribosyl pyrophosphate synthetase 2"
"1048","1447100_s_at","Fam241a","70617","ENSMUSG00000050549","family with sequence similarity 241, member A"
"1049","1456393_at","Bbip1","100503572","ENSMUSG00000084957","BBSome interacting protein 1"
"1050","1417171_at","Itk","16428","ENSMUSG00000020395","IL2 inducible T cell kinase"
"1051","1418301_at","Irf6","54139","ENSMUSG00000026638","interferon regulatory factor 6"
"1052","1421844_at","Il1rap","16180","ENSMUSG00000022514","interleukin 1 receptor accessory protein"
"1053","1452214_at","Skil","20482","ENSMUSG00000027660","SKI-like"
"1054","1450513_at","Cd33","12489","ENSMUSG00000004609","CD33 molecule"
"1055","1425374_at","Oas3","246727","ENSMUSG00000032661","2'-5' oligoadenylate synthetase 3"
"1056","1422453_at","Prpf8","192159","ENSMUSG00000020850","pre-mRNA processing factor 8"
"1057","1450031_at","Aff4","93736","ENSMUSG00000049470","AF4/FMR2 family, member 4"
"1058","1424081_at","Pcgf6","71041","ENSMUSG00000025050","polycomb group ring finger 6"
"1059","1422003_at","Cxcr5","12145","ENSMUSG00000047880","C-X-C motif chemokine receptor 5"
"1060","1454774_at","Zfp445","235682","ENSMUSG00000047036","zinc finger protein 445"
"1061","1429473_at","Zfp869","66869","ENSMUSG00000054648","zinc finger protein 869"
"1062","1418637_at","Etv3","27049","ENSMUSG00000003382","ets variant 3"
"1063","1436590_at","Ppp1r3b","244416","ENSMUSG00000046794","protein phosphatase 1, regulatory subunit 3B"
"1064","1424965_at","Lpxn","107321","ENSMUSG00000024696","leupaxin"
"1065","1455197_at","Rnd1","223881","ENSMUSG00000054855","Rho family GTPase 1"
"1066","1451103_at","Haus4","219072","ENSMUSG00000022177","HAUS augmin-like complex, subunit 4"
"1067","1428725_at","Pias2","17344","ENSMUSG00000025423","protein inhibitor of activated STAT 2"
"1068","1438235_at","Crlf3","54394","ENSMUSG00000017561","cytokine receptor-like factor 3"
"1069","1451141_at","Mettl8","228019","ENSMUSG00000041975","methyltransferase 8, methylcytidine"
"1070","1416443_a_at","Sae1","56459","ENSMUSG00000052833","SUMO1 activating enzyme subunit 1"
"1071","1454851_at","Nr2c2","22026","ENSMUSG00000005893","nuclear receptor subfamily 2, group C, member 2"
"1072","1452774_at","Hnrnpa3","229279","ENSMUSG00000059005","heterogeneous nuclear ribonucleoprotein A3"
"1073","1456439_x_at","Mical1","171580","ENSMUSG00000019823","microtubule associated monooxygenase, calponin and LIM domain containing 1"
"1074","1438413_at","Senp7","66315","ENSMUSG00000052917","SUMO1/sentrin specific peptidase 7"
"1075","1455518_at","Zdhhc18","503610","ENSMUSG00000037553","zinc finger, DHHC domain containing 18"
"1076","1418516_at","Mtf2","17765","ENSMUSG00000029267","metal response element binding transcription factor 2"
"1077","1425299_s_at","Trmt112","67674","ENSMUSG00000038812","tRNA methyltransferase 11-2"
"1078","1417694_at","Gab1","14388","ENSMUSG00000031714","growth factor receptor bound protein 2-associated protein 1"
"1079","1455555_at","Vipr1","22354","ENSMUSG00000032528","vasoactive intestinal peptide receptor 1"
"1080","1455434_a_at","Ktn1","16709","ENSMUSG00000021843","kinectin 1"
"1081","1452521_a_at","Plaur","18793","ENSMUSG00000046223","plasminogen activator, urokinase receptor"
"1082","1417300_at","Smpdl3b","100340","ENSMUSG00000028885","sphingomyelin phosphodiesterase, acid-like 3B"
"1083","1435754_at","Zyg11b","414872","ENSMUSG00000034636","zyg-ll family member B, cell cycle regulator"
"1084","1425668_a_at","St3gal4","20443","ENSMUSG00000032038","ST3 beta-galactoside alpha-2,3-sialyltransferase 4"
"1085","1431705_a_at","Mcoln2","68279","ENSMUSG00000011008","mucolipin 2"
"1086","1426853_at","Set","56086","ENSMUSG00000054766","SET nuclear oncogene"
"1087","1418927_a_at","Habp4","56541","ENSMUSG00000021476","hyaluronic acid binding protein 4"
"1088","1437756_at","Gimap9","317758","ENSMUSG00000051124","GTPase, IMAP family member 9"
"1089","1426378_at","Eif4b","75705","ENSMUSG00000058655","eukaryotic translation initiation factor 4B"
"1090","1437476_at","Rrm2b","382985","ENSMUSG00000022292","ribonucleotide reductase M2 B (TP53 inducible)"
"1091","1424908_at","Mtfmt","69606","ENSMUSG00000059183","mitochondrial methionyl-tRNA formyltransferase"
"1092","1416332_at","Cirbp","12696","ENSMUSG00000045193","cold inducible RNA binding protein"
"1093","1416871_at","Adam8","11501","ENSMUSG00000025473","a disintegrin and metallopeptidase domain 8"
"1094","1418330_at","Ctcf","13018","ENSMUSG00000005698","CCCTC-binding factor"
"1095","1457753_at","Tlr13","279572","ENSMUSG00000033777","toll-like receptor 13"
"1096","1425319_s_at","Snrnp48","67797","ENSMUSG00000021431","small nuclear ribonucleoprotein 48 (U11/U12)"
"1097","1449254_at","Spp1","20750","ENSMUSG00000029304","secreted phosphoprotein 1"
"1098","1435020_at","Klhdc2","69554","ENSMUSG00000020978","kelch domain containing 2"
"1099","1418629_a_at","Khdrbs1","20218","ENSMUSG00000028790","KH domain containing, RNA binding, signal transduction associated 1"
"1100","1424342_at","Fyttd1","69823","ENSMUSG00000022800","forty-two-three domain containing 1"
"1101","1442135_at","Ado","211488","ENSMUSG00000057134","2-aminoethanethiol dioxygenase"
"1102","1448175_at","Ehd1","13660","ENSMUSG00000024772","EH-domain containing 1"
"1103","1453175_at","Zbtb25","109929","ENSMUSG00000056459","zinc finger and BTB domain containing 25"
"1104","1423746_at","Txndc5","105245","ENSMUSG00000038991","thioredoxin domain containing 5"
"1105","1448245_at","Rpsa","16785","ENSMUSG00000032518","ribosomal protein SA"
"1106","1425958_at","Il36g","215257","ENSMUSG00000044103","interleukin 36G"
"1107","1422557_s_at","Mt1","17748","ENSMUSG00000031765","metallothionein 1"
"1108","1459861_s_at","Kdm2b","30841","ENSMUSG00000029475","lysine (K)-specific demethylase 2B"
"1109","1428691_at","Chd2","244059","ENSMUSG00000078671","chromodomain helicase DNA binding protein 2"
"1110","1455433_at","Zfp942","73233","ENSMUSG00000071267","zinc finger protein 942"
"1111","1438640_x_at","Pgk1","18655","ENSMUSG00000062070","phosphoglycerate kinase 1"
"1112","1422432_at","Dbi","13167","ENSMUSG00000026385","diazepam binding inhibitor"
"1113","1419206_at","Cd37","12493","ENSMUSG00000030798","CD37 antigen"
"1114","1435778_at","Ankrd11","77087","ENSMUSG00000035569","ankyrin repeat domain 11"
"1115","1428789_at","Ralgps2","78255","ENSMUSG00000026594","Ral GEF with PH domain and SH3 binding motif 2"
"1116","1429028_at","Dock11","75974","ENSMUSG00000031093","dedicator of cytokinesis 11"
"1117","1452896_at","Cfap20","14894","ENSMUSG00000031796","cilia and flagella associated protein 20"
"1118","1428479_at","Nfatc1","18018","ENSMUSG00000033016","nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1"
"1119","1435133_at","Ugcg","22234","ENSMUSG00000028381","UDP-glucose ceramide glucosyltransferase"
"1120","1435342_at","Kcnk6","52150","ENSMUSG00000046410","potassium inwardly-rectifying channel, subfamily K, member 6"
"1121","1430195_at","2810043O03Rik","72697",NA,"RIKEN cDNA 2810043O03 gene"
"1122","1451601_a_at","Spns2","216892","ENSMUSG00000040447","SPNS lysolipid transporter 2, sphingosine-1-phosphate"
"1123","1422624_at","Rev1","56210","ENSMUSG00000026082","REV1, DNA directed polymerase"
"1124","1448358_s_at","Snrpg","68011","ENSMUSG00000057278","small nuclear ribonucleoprotein polypeptide G"
"1125","1423095_s_at","Crbn","58799","ENSMUSG00000005362","cereblon"
"1126","1452974_at","Nol8","70930","ENSMUSG00000021392","nucleolar protein 8"
"1127","1427736_a_at","Ccrl2","54199","ENSMUSG00000043953","C-C motif chemokine receptor-like 2"
"1128","1424194_at","Rcsd1","226594","ENSMUSG00000040723","RCSD domain containing 1"
"1129","1418587_at","Traf3","22031","ENSMUSG00000021277","TNF receptor-associated factor 3"
"1130","1433575_at","Sox4","20677","ENSMUSG00000076431","SRY (sex determining region Y)-box 4"
"1131","1419113_at","Ap1g2","11766","ENSMUSG00000040701","adaptor protein complex AP-1, gamma 2 subunit"
"1132","1440208_at","Rac2","19354","ENSMUSG00000033220","Rac family small GTPase 2"
"1133","1433514_at","Etnk1","75320","ENSMUSG00000030275","ethanolamine kinase 1"
"1134","1428560_at","Xpo5","72322","ENSMUSG00000067150","exportin 5"
"1135","1460204_at","Tec","21682","ENSMUSG00000029217","tec protein tyrosine kinase"
"1136","1454973_at","Atf7ip","54343","ENSMUSG00000030213","activating transcription factor 7 interacting protein"
"1137","1448678_at","Fam118a","73225","ENSMUSG00000022434","family with sequence similarity 118, member A"
"1138","1451310_a_at","Ctsl","13039","ENSMUSG00000021477","cathepsin L"
"1139","1434148_at","Tcf4","21413","ENSMUSG00000053477","transcription factor 4"
"1140","1418991_at","Bak1","12018","ENSMUSG00000057789","BCL2-antagonist/killer 1"
"1141","1437404_at","Mast4","328329","ENSMUSG00000034751","microtubule associated serine/threonine kinase family member 4"
"1142","1452279_at","Cfp","18636","ENSMUSG00000001128","complement factor properdin"
"1143","1455597_at","Map3k2","26405","ENSMUSG00000024383","mitogen-activated protein kinase kinase kinase 2"
"1144","1460172_at","Cdip1","66626","ENSMUSG00000004071","cell death inducing Trp53 target 1"
"1145","1420477_at","Nap1l1","53605","ENSMUSG00000058799","nucleosome assembly protein 1-like 1"
"1146","1460009_at","Ier5","15939","ENSMUSG00000056708","immediate early response 5"
"1147","1425454_a_at","Il12a","16159","ENSMUSG00000027776","interleukin 12a"
"1148","1440967_at","Gm15708","100504231","ENSMUSG00000086894","predicted gene 15708"
"1149","1433640_at","Fubp1","51886","ENSMUSG00000028034","far upstream element (FUSE) binding protein 1"
"1150","1423272_at","Polg","18975","ENSMUSG00000039176","polymerase (DNA directed), gamma"
"1151","1427965_at","Ssbp1","381760","ENSMUSG00000029911","single-stranded DNA binding protein 1"
"1152","1449380_at","Pacsin1","23969","ENSMUSG00000040276","protein kinase C and casein kinase substrate in neurons 1"
"1153","1416527_at","Rab32","67844","ENSMUSG00000019832","RAB32, member RAS oncogene family"
"1154","1429371_at","Zfp788","67607","ENSMUSG00000074165","zinc finger protein 788"
"1155","1436549_a_at","Hnrnpa1","15382","ENSMUSG00000046434","heterogeneous nuclear ribonucleoprotein A1"
"1156","1436422_at","Abitram","230234","ENSMUSG00000038827","actin binding transcription modulator"
"1157","1433718_a_at","Cbx1","12412","ENSMUSG00000018666","chromobox 1"
"1158","1450688_at","Rgl2","19732","ENSMUSG00000041354","ral guanine nucleotide dissociation stimulator-like 2"
"1159","1456288_at","Slfn5","327978","ENSMUSG00000054404","schlafen 5"
"1160","1416234_at","Lrrc59","98238","ENSMUSG00000020869","leucine rich repeat containing 59"
"1161","1420743_a_at","Ppp3cc","19057","ENSMUSG00000022092","protein phosphatase 3, catalytic subunit, gamma isoform"
"1162","1424471_at","Rapgef3","223864","ENSMUSG00000022469","Rap guanine nucleotide exchange factor (GEF) 3"
"1163","1446957_s_at","N4bp1","80750","ENSMUSG00000031652","NEDD4 binding protein 1"
"1164","1460672_at","2410002F23Rik","668661","ENSMUSG00000045411","RIKEN cDNA 2410002F23 gene"
"1165","1426827_at","Ythdc1","231386","ENSMUSG00000035851","YTH domain containing 1"
"1166","1448655_at","Lrp1","16971","ENSMUSG00000040249","low density lipoprotein receptor-related protein 1"
"1167","1440451_at","Ankrd66","100043332","ENSMUSG00000096140","ankyrin repeat domain 66"
"1168","1434920_a_at","Evl","14026","ENSMUSG00000021262","Ena-vasodilator stimulated phosphoprotein"
"1169","1416254_a_at","Vps16","80743","ENSMUSG00000027411","VSP16 CORVET/HOPS core subunit"
"1170","1426483_at","Thap12","72981","ENSMUSG00000030753","THAP domain containing 12"
"1171","1436506_a_at","Snhg6","73824","ENSMUSG00000098234","small nucleolar RNA host gene 6"
"1172","1422760_at","Padi4","18602","ENSMUSG00000025330","peptidyl arginine deiminase, type IV"
"1173","1422508_at","Atp6v1a","11964","ENSMUSG00000052459","ATPase, H+ transporting, lysosomal V1 subunit A"
"1174","1448319_at","Akr1b1","11677","ENSMUSG00000001642","aldo-keto reductase family 1 member B"
"1175","1423083_at","Rab33b","19338","ENSMUSG00000027739","RAB33B, member RAS oncogene family"
"1176","1437008_x_at","Tmem109","68539","ENSMUSG00000034659","transmembrane protein 109"
"1177","1418401_a_at","Dusp16","70686","ENSMUSG00000030203","dual specificity phosphatase 16"
"1178","1423880_at","Rtcb","28088","ENSMUSG00000001783","RNA 2',3'-cyclic phosphate and 5'-OH ligase"
"1179","1450664_at","Gabpa","14390","ENSMUSG00000008976","GA repeat binding protein, alpha"
"1180","1438673_at","Slc4a7","218756","ENSMUSG00000021733","solute carrier family 4, sodium bicarbonate cotransporter, member 7"
"1181","1417977_at","Eif4e3","66892","ENSMUSG00000093661","eukaryotic translation initiation factor 4E member 3"
"1182","1421775_at","Fcer1a","14125","ENSMUSG00000005339","Fc receptor, IgE, high affinity I, alpha polypeptide"
"1183","1453196_a_at","Oasl2","23962","ENSMUSG00000029561","2'-5' oligoadenylate synthetase-like 2"
"1184","1434187_at","Alg11","207958","ENSMUSG00000063362","ALG11 alpha-1,2-mannosyltransferase"
"1185","1436184_at","Zfp512b","269401","ENSMUSG00000000823","zinc finger protein 512B"
"1186","1449453_at","Bst1","12182","ENSMUSG00000029082","bone marrow stromal cell antigen 1"
"1187","1454880_s_at","Bmf","171543","ENSMUSG00000040093","BCL2 modifying factor"
"1188","1440845_at","Tmem243","652925","ENSMUSG00000079659","transmembrane protein 243, mitochondrial"
"1189","1442434_at","Prag1","244418","ENSMUSG00000050271","PEAK1 related kinase activating pseudokinase 1"
"1190","1448390_a_at","Dhrs3","20148","ENSMUSG00000066026","dehydrogenase/reductase 3"
"1191","1437699_at","E430014B02Rik","320908",NA,"RIKEN cDNA E430014B02 gene"
"1192","1455486_at","Pias1","56469","ENSMUSG00000032405","protein inhibitor of activated STAT 1"
"1193","1423364_a_at","Aktip","14339","ENSMUSG00000031667","AKT interacting protein"
"1194","1421998_at","Tor3a","30935","ENSMUSG00000060519","torsin family 3, member A"
"1195","1428854_at","Tmed8","382620","ENSMUSG00000034111","transmembrane p24 trafficking protein 8"
"1196","1456485_at","Npat","244879","ENSMUSG00000033054","nuclear protein in the AT region"
"1197","1434856_at","Ankrd44","329154","ENSMUSG00000052331","ankyrin repeat domain 44"
"1198","1449059_a_at","Oxct1","67041","ENSMUSG00000022186","3-oxoacid CoA transferase 1"
"1199","1452176_at","Nup153","218210","ENSMUSG00000021374","nucleoporin 153"
"1200","1418778_at","Mcub","66815","ENSMUSG00000027994","mitochondrial calcium uniporter dominant negative beta subunit"
"1201","1455214_at","Mitf","17342","ENSMUSG00000035158","melanogenesis associated transcription factor"
"1202","1427417_at","Scml4","268297","ENSMUSG00000044770","Scm polycomb group protein like 4"
"1203","1448861_at","Traf5","22033","ENSMUSG00000026637","TNF receptor-associated factor 5"
"1204","1433519_at","Nucks1","98415","ENSMUSG00000026434","nuclear casein kinase and cyclin-dependent kinase substrate 1"
"1205","1416530_a_at","Pnp","18950","ENSMUSG00000115338","purine-nucleoside phosphorylase"
"1206","1418066_at","Cfl2","12632","ENSMUSG00000062929","cofilin 2, muscle"
"1207","1417615_a_at","Rpl11","67025","ENSMUSG00000059291","ribosomal protein L11"
"1208","1430447_a_at","Lair1","52855","ENSMUSG00000055541","leukocyte-associated Ig-like receptor 1"
"1209","1427160_at","Pcf11","74737","ENSMUSG00000041328","PCF11 cleavage and polyadenylation factor subunit"
"1210","1435665_at","Trim30d","209387","ENSMUSG00000057596","tripartite motif-containing 30D"
"1211","1430805_s_at","Rmi1","74386","ENSMUSG00000035367","RecQ mediated genome instability 1"
"1212","1419272_at","Myd88","17874","ENSMUSG00000032508","myeloid differentiation primary response gene 88"
"1213","1437303_at","Il6st","16195","ENSMUSG00000021756","interleukin 6 signal transducer"
"1214","1449874_at","Ly96","17087","ENSMUSG00000025779","lymphocyte antigen 96"
"1215","1433510_x_at","Rpl36","54217","ENSMUSG00000057863","ribosomal protein L36"
"1216","1434027_at","Rcan3","53902","ENSMUSG00000059713","regulator of calcineurin 3"
"1217","1418408_at","Zfand1","66361","ENSMUSG00000039795","zinc finger, AN1-type domain 1"
"1218","1417707_at","N4bp2l1","100637","ENSMUSG00000041132","NEDD4 binding protein 2-like 1"
"1219","1417793_at","Irgm2","54396","ENSMUSG00000069874","immunity-related GTPase family M member 2"
"1220","1428781_at","Dmkn","73712","ENSMUSG00000060962","dermokine"
"1221","1428736_at","Gramd2b","107022","ENSMUSG00000001700","GRAM domain containing 2B"
"1222","1438630_x_at","Mat2a","232087","ENSMUSG00000053907","methionine adenosyltransferase 2A"
"1223","1457161_at","9530029O12Rik","399629",NA,"RIKEN cDNA 9530029O12 gene"
"1224","1416106_at","Kti12","100087","ENSMUSG00000073775","KTI12 homolog, chromatin associated"
"1225","1456576_x_at","Cnot2","72068","ENSMUSG00000020166","CCR4-NOT transcription complex, subunit 2"
"1226","1428492_at","Glipr2","384009","ENSMUSG00000028480","GLI pathogenesis-related 2"
"1227","1450172_at","Pknox1","18771","ENSMUSG00000006705","Pbx/knotted 1 homeobox"
"1228","1420342_at","Gdap10","100504486",NA,"ganglioside-induced differentiation-associated-protein 10"
"1229","1455195_at","Rps24","20088","ENSMUSG00000025290","ribosomal protein S24"
"1230","1416996_at","Tbc1d8","54610","ENSMUSG00000003134","TBC1 domain family, member 8"
"1231","1422474_at","Pde4b","18578","ENSMUSG00000028525","phosphodiesterase 4B, cAMP specific"
"1232","1448647_at","Man2a1","17158","ENSMUSG00000024085","mannosidase 2, alpha 1"
"1233","1436999_at","Pid1","98496","ENSMUSG00000045658","phosphotyrosine interaction domain containing 1"
"1234","1447522_s_at","Tnks2","74493","ENSMUSG00000024811","tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2"
"1235","1428517_at","Wdfy3","72145","ENSMUSG00000043940","WD repeat and FYVE domain containing 3"
"1236","1436649_at","Ikzf3","22780","ENSMUSG00000018168","IKAROS family zinc finger 3"
"1237","1449005_at","Slc16a3","80879","ENSMUSG00000025161","solute carrier family 16 (monocarboxylic acid transporters), member 3"
"1238","1418825_at","Irgm1","15944","ENSMUSG00000046879","immunity-related GTPase family M member 1"
"1239","1428744_s_at","Bri3bp","76809","ENSMUSG00000037905","Bri3 binding protein"
"1240","1457781_at","Kcnq1ot1","63830","ENSMUSG00000101609","KCNQ1 overlapping transcript 1"
"1241","1450644_at","Zfp36l1","12192","ENSMUSG00000021127","zinc finger protein 36, C3H type-like 1"
"1242","1425193_at","Sppl2a","66552","ENSMUSG00000027366","signal peptide peptidase like 2A"
"1243","1437226_x_at","Marcksl1","17357","ENSMUSG00000047945","MARCKS-like 1"
"1244","1422669_at","Ebag9","55960","ENSMUSG00000022339","estrogen receptor-binding fragment-associated gene 9"
"1245","1436598_at","Icos","54167","ENSMUSG00000026009","inducible T cell co-stimulator"
"1246","1426221_at","Vwa5a","67776","ENSMUSG00000023186","von Willebrand factor A domain containing 5A"
"1247","1421870_at","Trim44","80985","ENSMUSG00000027189","tripartite motif-containing 44"
"1248","1454900_s_at","Mycbp2","105689","ENSMUSG00000033004","MYC binding protein 2, E3 ubiquitin protein ligase"
"1249","1430417_s_at","Neurl4","216860","ENSMUSG00000047284","neuralized E3 ubiquitin protein ligase 4"
"1250","1418293_at","Ifit2","15958","ENSMUSG00000045932","interferon-induced protein with tetratricopeptide repeats 2"
"1251","1424802_a_at","Luc7l3","67684","ENSMUSG00000020863","LUC7-like 3 (S. cerevisiae)"
"1252","1424831_at","Cpne2","234577","ENSMUSG00000034361","copine II"
"1253","1452301_at","Aldh3b1","67689","ENSMUSG00000024885","aldehyde dehydrogenase 3 family, member B1"
"1254","1448605_at","Rhoc","11853","ENSMUSG00000002233","ras homolog family member C"
"1255","1415840_at","Elovl5","68801","ENSMUSG00000032349","ELOVL fatty acid elongase 5"
"1256","1435679_at","Optn","71648","ENSMUSG00000026672","optineurin"
"1257","1427757_at","Igk-V21","692179",NA,"immunoglobulin kappa chain variable 21 (V21)"
"1258","1430291_at","Dock5","68813","ENSMUSG00000044447","dedicator of cytokinesis 5"
"1259","1428531_at","Ints7","77065","ENSMUSG00000037461","integrator complex subunit 7"
"1260","1420497_a_at","Cebpz","12607","ENSMUSG00000024081","CCAAT/enhancer binding protein zeta"
"1261","1439477_at","5430406J06Rik","73848",NA,"RIKEN cDNA 5430406J06 gene"
"1262","1416915_at","Msh6","17688","ENSMUSG00000005370","mutS homolog 6"
"1263","1429222_at","Pus3","67049","ENSMUSG00000032103","pseudouridine synthase 3"
"1264","1422676_at","Smarce1","57376","ENSMUSG00000037935","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"
"1265","1427857_x_at","Igkv19-93","692161","ENSMUSG00000098814","immunoglobulin kappa chain variable 19-93"
"1266","1417111_at","Man1a","17155","ENSMUSG00000003746","mannosidase 1, alpha"
"1267","1422449_s_at","Rcn2","26611","ENSMUSG00000032320","reticulocalbin 2"
"1268","1418843_at","Slc30a4","22785","ENSMUSG00000005802","solute carrier family 30 (zinc transporter), member 4"
"1269","1430165_at","Stk17b","98267","ENSMUSG00000026094","serine/threonine kinase 17b (apoptosis-inducing)"
"1270","1449283_a_at","Mapk12","29857","ENSMUSG00000022610","mitogen-activated protein kinase 12"
"1271","1449498_at","Marco","17167","ENSMUSG00000026390","macrophage receptor with collagenous structure"
"1272","1428663_at","Sgms2","74442","ENSMUSG00000050931","sphingomyelin synthase 2"
"1273","1434339_at","Fnbp1l","214459","ENSMUSG00000039735","formin binding protein 1-like"
"1274","1422632_at","Ctsw","13041","ENSMUSG00000024910","cathepsin W"
"1275","1418340_at","Fcer1g","14127","ENSMUSG00000058715","Fc receptor, IgE, high affinity I, gamma polypeptide"
"1276","1419922_s_at","Atrnl1","226255","ENSMUSG00000054843","attractin like 1"
"1277","1424916_x_at","Zfp764","233893","ENSMUSG00000045757","zinc finger protein 764"
"1278","1442018_at","Btg1","12226","ENSMUSG00000036478","BTG anti-proliferation factor 1"
"1279","1451649_a_at","Wdr75","73674","ENSMUSG00000025995","WD repeat domain 75"
"1280","1430527_a_at","Rnf167","70510","ENSMUSG00000040746","ring finger protein 167"
"1281","1437223_s_at","Xbp1","22433","ENSMUSG00000020484","X-box binding protein 1"
"1282","1452996_a_at","Aven","74268","ENSMUSG00000003604","apoptosis, caspase activation inhibitor"
"1283","1420703_at","Csf2ra","12982","ENSMUSG00000059326","colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)"
"1284","1434301_at","Lratd2","399603","ENSMUSG00000072568","LRAT domain containing 1"
"1285","1430075_at","Sf3b3","101943","ENSMUSG00000033732","splicing factor 3b, subunit 3"
"1286","1416313_at","Mllt11","56772","ENSMUSG00000053192","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11"
"1287","1422231_a_at","Tnfrsf25","85030","ENSMUSG00000024793","tumor necrosis factor receptor superfamily, member 25"
"1288","1448414_at","Rad1","19355","ENSMUSG00000022248","RAD1 checkpoint DNA exonuclease"
"1289","1452815_at","P2ry10","78826","ENSMUSG00000050921","purinergic receptor P2Y, G-protein coupled 10"
"1290","1424828_a_at","Fh1","14194","ENSMUSG00000026526","fumarate hydratase 1"
"1291","1428529_at","Snhg5","72655","ENSMUSG00000097195","small nucleolar RNA host gene 5"
"1292","1418890_a_at","Rab3d","19340","ENSMUSG00000019066","RAB3D, member RAS oncogene family"
"1293","1455323_at","Rbak","57782","ENSMUSG00000061898","RB-associated KRAB zinc finger"
"1294","1448377_at","Slpi","20568","ENSMUSG00000017002","secretory leukocyte peptidase inhibitor"
"1295","1425917_at","Ifi44l","15061","ENSMUSG00000039146","interferon-induced protein 44 like"
"1296","1438676_at","Gbp6","100702","ENSMUSG00000104713","guanylate binding protein 6"
"1297","1454799_at","Gpat3","231510","ENSMUSG00000029314","glycerol-3-phosphate acyltransferase 3"
"1298","1432492_a_at","Haao","107766","ENSMUSG00000000673","3-hydroxyanthranilate 3,4-dioxygenase"
"1299","1437773_x_at","Ddx17","67040","ENSMUSG00000055065","DEAD box helicase 17"
"1300","1422041_at","Pilrb1","170741","ENSMUSG00000066684","paired immunoglobin-like type 2 receptor beta 1"
"1301","1415872_at","Hnrnph1","59013","ENSMUSG00000007850","heterogeneous nuclear ribonucleoprotein H1"
"1302","1424375_s_at","Gimap4","107526","ENSMUSG00000054435","GTPase, IMAP family member 4"
"1303","1437027_x_at","Rnps1","19826","ENSMUSG00000034681","RNA binding protein with serine rich domain 1"
"1304","1416021_a_at","Fabp5","16592","ENSMUSG00000027533","fatty acid binding protein 5, epidermal"
"1305","1456479_at","Snx30","209131","ENSMUSG00000028385","sorting nexin family member 30"
"1306","1437478_s_at","Efhd2","27984","ENSMUSG00000040659","EF hand domain containing 2"
"1307","1460283_at","Mefv","54483","ENSMUSG00000022534","Mediterranean fever"
"1308","1435264_at","Emilin2","246707","ENSMUSG00000024053","elastin microfibril interfacer 2"
"1309","1449037_at","Crem","12916","ENSMUSG00000063889","cAMP responsive element modulator"
"1310","1428633_at","Polr1f","28071","ENSMUSG00000020561","RNA polymerase I subunit F"
"1311","1455246_at","Smarcc1","20588","ENSMUSG00000032481","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1"
"1312","1420979_at","Pak1","18479","ENSMUSG00000030774","p21 (RAC1) activated kinase 1"
"1313","1426554_a_at","Pgam1","18648","ENSMUSG00000011752","phosphoglycerate mutase 1"
